"Code","CCS","CCS.Label"
"38121","66","Procedures on spleen"
"38122","66","Procedures on spleen"
"38123","66","Procedures on spleen"
"38124","66","Procedures on spleen"
"38125","66","Procedures on spleen"
"38126","66","Procedures on spleen"
"38127","66","Procedures on spleen"
"38128","66","Procedures on spleen"
"38129","66","Procedures on spleen"
"56345","66","Procedures on spleen"
"0265T","67","Other therapeutic procedures, hemic and lymphatic system"
"32674","67","Other therapeutic procedures, hemic and lymphatic system"
"36680","67","Other therapeutic procedures, hemic and lymphatic system"
"38204","67","Other therapeutic procedures, hemic and lymphatic system"
"38230","67","Other therapeutic procedures, hemic and lymphatic system"
"38232","67","Other therapeutic procedures, hemic and lymphatic system"
"38300","67","Other therapeutic procedures, hemic and lymphatic system"
"38301","67","Other therapeutic procedures, hemic and lymphatic system"
"38302","67","Other therapeutic procedures, hemic and lymphatic system"
"38303","67","Other therapeutic procedures, hemic and lymphatic system"
"38304","67","Other therapeutic procedures, hemic and lymphatic system"
"38305","67","Other therapeutic procedures, hemic and lymphatic system"
"38306","67","Other therapeutic procedures, hemic and lymphatic system"
"38307","67","Other therapeutic procedures, hemic and lymphatic system"
"38308","67","Other therapeutic procedures, hemic and lymphatic system"
"38309","67","Other therapeutic procedures, hemic and lymphatic system"
"38310","67","Other therapeutic procedures, hemic and lymphatic system"
"38311","67","Other therapeutic procedures, hemic and lymphatic system"
"38312","67","Other therapeutic procedures, hemic and lymphatic system"
"38313","67","Other therapeutic procedures, hemic and lymphatic system"
"38314","67","Other therapeutic procedures, hemic and lymphatic system"
"38315","67","Other therapeutic procedures, hemic and lymphatic system"
"38316","67","Other therapeutic procedures, hemic and lymphatic system"
"38317","67","Other therapeutic procedures, hemic and lymphatic system"
"38318","67","Other therapeutic procedures, hemic and lymphatic system"
"38319","67","Other therapeutic procedures, hemic and lymphatic system"
"38320","67","Other therapeutic procedures, hemic and lymphatic system"
"38321","67","Other therapeutic procedures, hemic and lymphatic system"
"38322","67","Other therapeutic procedures, hemic and lymphatic system"
"38323","67","Other therapeutic procedures, hemic and lymphatic system"
"38324","67","Other therapeutic procedures, hemic and lymphatic system"
"38325","67","Other therapeutic procedures, hemic and lymphatic system"
"38326","67","Other therapeutic procedures, hemic and lymphatic system"
"38327","67","Other therapeutic procedures, hemic and lymphatic system"
"38328","67","Other therapeutic procedures, hemic and lymphatic system"
"38329","67","Other therapeutic procedures, hemic and lymphatic system"
"38330","67","Other therapeutic procedures, hemic and lymphatic system"
"38331","67","Other therapeutic procedures, hemic and lymphatic system"
"38332","67","Other therapeutic procedures, hemic and lymphatic system"
"38333","67","Other therapeutic procedures, hemic and lymphatic system"
"38334","67","Other therapeutic procedures, hemic and lymphatic system"
"38335","67","Other therapeutic procedures, hemic and lymphatic system"
"38336","67","Other therapeutic procedures, hemic and lymphatic system"
"38337","67","Other therapeutic procedures, hemic and lymphatic system"
"38338","67","Other therapeutic procedures, hemic and lymphatic system"
"38339","67","Other therapeutic procedures, hemic and lymphatic system"
"38340","67","Other therapeutic procedures, hemic and lymphatic system"
"38341","67","Other therapeutic procedures, hemic and lymphatic system"
"38342","67","Other therapeutic procedures, hemic and lymphatic system"
"38343","67","Other therapeutic procedures, hemic and lymphatic system"
"38344","67","Other therapeutic procedures, hemic and lymphatic system"
"38345","67","Other therapeutic procedures, hemic and lymphatic system"
"38346","67","Other therapeutic procedures, hemic and lymphatic system"
"38347","67","Other therapeutic procedures, hemic and lymphatic system"
"38348","67","Other therapeutic procedures, hemic and lymphatic system"
"38349","67","Other therapeutic procedures, hemic and lymphatic system"
"38350","67","Other therapeutic procedures, hemic and lymphatic system"
"38351","67","Other therapeutic procedures, hemic and lymphatic system"
"38352","67","Other therapeutic procedures, hemic and lymphatic system"
"38353","67","Other therapeutic procedures, hemic and lymphatic system"
"38354","67","Other therapeutic procedures, hemic and lymphatic system"
"38355","67","Other therapeutic procedures, hemic and lymphatic system"
"38356","67","Other therapeutic procedures, hemic and lymphatic system"
"38357","67","Other therapeutic procedures, hemic and lymphatic system"
"38358","67","Other therapeutic procedures, hemic and lymphatic system"
"38359","67","Other therapeutic procedures, hemic and lymphatic system"
"38360","67","Other therapeutic procedures, hemic and lymphatic system"
"38361","67","Other therapeutic procedures, hemic and lymphatic system"
"38362","67","Other therapeutic procedures, hemic and lymphatic system"
"38363","67","Other therapeutic procedures, hemic and lymphatic system"
"38364","67","Other therapeutic procedures, hemic and lymphatic system"
"38365","67","Other therapeutic procedures, hemic and lymphatic system"
"38366","67","Other therapeutic procedures, hemic and lymphatic system"
"38367","67","Other therapeutic procedures, hemic and lymphatic system"
"38368","67","Other therapeutic procedures, hemic and lymphatic system"
"38369","67","Other therapeutic procedures, hemic and lymphatic system"
"38370","67","Other therapeutic procedures, hemic and lymphatic system"
"38371","67","Other therapeutic procedures, hemic and lymphatic system"
"38372","67","Other therapeutic procedures, hemic and lymphatic system"
"38373","67","Other therapeutic procedures, hemic and lymphatic system"
"38374","67","Other therapeutic procedures, hemic and lymphatic system"
"38375","67","Other therapeutic procedures, hemic and lymphatic system"
"38376","67","Other therapeutic procedures, hemic and lymphatic system"
"38377","67","Other therapeutic procedures, hemic and lymphatic system"
"38378","67","Other therapeutic procedures, hemic and lymphatic system"
"38379","67","Other therapeutic procedures, hemic and lymphatic system"
"38380","67","Other therapeutic procedures, hemic and lymphatic system"
"38381","67","Other therapeutic procedures, hemic and lymphatic system"
"38382","67","Other therapeutic procedures, hemic and lymphatic system"
"38383","67","Other therapeutic procedures, hemic and lymphatic system"
"38384","67","Other therapeutic procedures, hemic and lymphatic system"
"38385","67","Other therapeutic procedures, hemic and lymphatic system"
"38386","67","Other therapeutic procedures, hemic and lymphatic system"
"38387","67","Other therapeutic procedures, hemic and lymphatic system"
"38388","67","Other therapeutic procedures, hemic and lymphatic system"
"38389","67","Other therapeutic procedures, hemic and lymphatic system"
"38390","67","Other therapeutic procedures, hemic and lymphatic system"
"38391","67","Other therapeutic procedures, hemic and lymphatic system"
"38392","67","Other therapeutic procedures, hemic and lymphatic system"
"38393","67","Other therapeutic procedures, hemic and lymphatic system"
"38394","67","Other therapeutic procedures, hemic and lymphatic system"
"38395","67","Other therapeutic procedures, hemic and lymphatic system"
"38396","67","Other therapeutic procedures, hemic and lymphatic system"
"38397","67","Other therapeutic procedures, hemic and lymphatic system"
"38398","67","Other therapeutic procedures, hemic and lymphatic system"
"38399","67","Other therapeutic procedures, hemic and lymphatic system"
"38400","67","Other therapeutic procedures, hemic and lymphatic system"
"38401","67","Other therapeutic procedures, hemic and lymphatic system"
"38402","67","Other therapeutic procedures, hemic and lymphatic system"
"38403","67","Other therapeutic procedures, hemic and lymphatic system"
"38404","67","Other therapeutic procedures, hemic and lymphatic system"
"38405","67","Other therapeutic procedures, hemic and lymphatic system"
"38406","67","Other therapeutic procedures, hemic and lymphatic system"
"38407","67","Other therapeutic procedures, hemic and lymphatic system"
"38408","67","Other therapeutic procedures, hemic and lymphatic system"
"38409","67","Other therapeutic procedures, hemic and lymphatic system"
"38410","67","Other therapeutic procedures, hemic and lymphatic system"
"38411","67","Other therapeutic procedures, hemic and lymphatic system"
"38412","67","Other therapeutic procedures, hemic and lymphatic system"
"38413","67","Other therapeutic procedures, hemic and lymphatic system"
"38414","67","Other therapeutic procedures, hemic and lymphatic system"
"38415","67","Other therapeutic procedures, hemic and lymphatic system"
"38416","67","Other therapeutic procedures, hemic and lymphatic system"
"38417","67","Other therapeutic procedures, hemic and lymphatic system"
"38418","67","Other therapeutic procedures, hemic and lymphatic system"
"38419","67","Other therapeutic procedures, hemic and lymphatic system"
"38420","67","Other therapeutic procedures, hemic and lymphatic system"
"38421","67","Other therapeutic procedures, hemic and lymphatic system"
"38422","67","Other therapeutic procedures, hemic and lymphatic system"
"38423","67","Other therapeutic procedures, hemic and lymphatic system"
"38424","67","Other therapeutic procedures, hemic and lymphatic system"
"38425","67","Other therapeutic procedures, hemic and lymphatic system"
"38426","67","Other therapeutic procedures, hemic and lymphatic system"
"38427","67","Other therapeutic procedures, hemic and lymphatic system"
"38428","67","Other therapeutic procedures, hemic and lymphatic system"
"38429","67","Other therapeutic procedures, hemic and lymphatic system"
"38430","67","Other therapeutic procedures, hemic and lymphatic system"
"38431","67","Other therapeutic procedures, hemic and lymphatic system"
"38432","67","Other therapeutic procedures, hemic and lymphatic system"
"38433","67","Other therapeutic procedures, hemic and lymphatic system"
"38434","67","Other therapeutic procedures, hemic and lymphatic system"
"38435","67","Other therapeutic procedures, hemic and lymphatic system"
"38436","67","Other therapeutic procedures, hemic and lymphatic system"
"38437","67","Other therapeutic procedures, hemic and lymphatic system"
"38438","67","Other therapeutic procedures, hemic and lymphatic system"
"38439","67","Other therapeutic procedures, hemic and lymphatic system"
"38440","67","Other therapeutic procedures, hemic and lymphatic system"
"38441","67","Other therapeutic procedures, hemic and lymphatic system"
"38442","67","Other therapeutic procedures, hemic and lymphatic system"
"38443","67","Other therapeutic procedures, hemic and lymphatic system"
"38444","67","Other therapeutic procedures, hemic and lymphatic system"
"38445","67","Other therapeutic procedures, hemic and lymphatic system"
"38446","67","Other therapeutic procedures, hemic and lymphatic system"
"38447","67","Other therapeutic procedures, hemic and lymphatic system"
"38448","67","Other therapeutic procedures, hemic and lymphatic system"
"38449","67","Other therapeutic procedures, hemic and lymphatic system"
"38450","67","Other therapeutic procedures, hemic and lymphatic system"
"38451","67","Other therapeutic procedures, hemic and lymphatic system"
"38452","67","Other therapeutic procedures, hemic and lymphatic system"
"38453","67","Other therapeutic procedures, hemic and lymphatic system"
"38454","67","Other therapeutic procedures, hemic and lymphatic system"
"38455","67","Other therapeutic procedures, hemic and lymphatic system"
"38456","67","Other therapeutic procedures, hemic and lymphatic system"
"38457","67","Other therapeutic procedures, hemic and lymphatic system"
"38458","67","Other therapeutic procedures, hemic and lymphatic system"
"38459","67","Other therapeutic procedures, hemic and lymphatic system"
"38460","67","Other therapeutic procedures, hemic and lymphatic system"
"38461","67","Other therapeutic procedures, hemic and lymphatic system"
"38462","67","Other therapeutic procedures, hemic and lymphatic system"
"38463","67","Other therapeutic procedures, hemic and lymphatic system"
"38464","67","Other therapeutic procedures, hemic and lymphatic system"
"38465","67","Other therapeutic procedures, hemic and lymphatic system"
"38466","67","Other therapeutic procedures, hemic and lymphatic system"
"38467","67","Other therapeutic procedures, hemic and lymphatic system"
"38468","67","Other therapeutic procedures, hemic and lymphatic system"
"38469","67","Other therapeutic procedures, hemic and lymphatic system"
"38470","67","Other therapeutic procedures, hemic and lymphatic system"
"38471","67","Other therapeutic procedures, hemic and lymphatic system"
"38472","67","Other therapeutic procedures, hemic and lymphatic system"
"38473","67","Other therapeutic procedures, hemic and lymphatic system"
"38474","67","Other therapeutic procedures, hemic and lymphatic system"
"38475","67","Other therapeutic procedures, hemic and lymphatic system"
"38476","67","Other therapeutic procedures, hemic and lymphatic system"
"38477","67","Other therapeutic procedures, hemic and lymphatic system"
"38478","67","Other therapeutic procedures, hemic and lymphatic system"
"38479","67","Other therapeutic procedures, hemic and lymphatic system"
"38480","67","Other therapeutic procedures, hemic and lymphatic system"
"38481","67","Other therapeutic procedures, hemic and lymphatic system"
"38482","67","Other therapeutic procedures, hemic and lymphatic system"
"38483","67","Other therapeutic procedures, hemic and lymphatic system"
"38484","67","Other therapeutic procedures, hemic and lymphatic system"
"38485","67","Other therapeutic procedures, hemic and lymphatic system"
"38486","67","Other therapeutic procedures, hemic and lymphatic system"
"38487","67","Other therapeutic procedures, hemic and lymphatic system"
"38488","67","Other therapeutic procedures, hemic and lymphatic system"
"38489","67","Other therapeutic procedures, hemic and lymphatic system"
"38490","67","Other therapeutic procedures, hemic and lymphatic system"
"38491","67","Other therapeutic procedures, hemic and lymphatic system"
"38492","67","Other therapeutic procedures, hemic and lymphatic system"
"38493","67","Other therapeutic procedures, hemic and lymphatic system"
"38494","67","Other therapeutic procedures, hemic and lymphatic system"
"38495","67","Other therapeutic procedures, hemic and lymphatic system"
"38496","67","Other therapeutic procedures, hemic and lymphatic system"
"38497","67","Other therapeutic procedures, hemic and lymphatic system"
"38498","67","Other therapeutic procedures, hemic and lymphatic system"
"38499","67","Other therapeutic procedures, hemic and lymphatic system"
"38500","67","Other therapeutic procedures, hemic and lymphatic system"
"38501","67","Other therapeutic procedures, hemic and lymphatic system"
"38502","67","Other therapeutic procedures, hemic and lymphatic system"
"38503","67","Other therapeutic procedures, hemic and lymphatic system"
"38504","67","Other therapeutic procedures, hemic and lymphatic system"
"38505","67","Other therapeutic procedures, hemic and lymphatic system"
"38506","67","Other therapeutic procedures, hemic and lymphatic system"
"38507","67","Other therapeutic procedures, hemic and lymphatic system"
"38508","67","Other therapeutic procedures, hemic and lymphatic system"
"38509","67","Other therapeutic procedures, hemic and lymphatic system"
"38510","67","Other therapeutic procedures, hemic and lymphatic system"
"38511","67","Other therapeutic procedures, hemic and lymphatic system"
"38512","67","Other therapeutic procedures, hemic and lymphatic system"
"38513","67","Other therapeutic procedures, hemic and lymphatic system"
"38514","67","Other therapeutic procedures, hemic and lymphatic system"
"38515","67","Other therapeutic procedures, hemic and lymphatic system"
"38516","67","Other therapeutic procedures, hemic and lymphatic system"
"38517","67","Other therapeutic procedures, hemic and lymphatic system"
"38518","67","Other therapeutic procedures, hemic and lymphatic system"
"38519","67","Other therapeutic procedures, hemic and lymphatic system"
"38520","67","Other therapeutic procedures, hemic and lymphatic system"
"38521","67","Other therapeutic procedures, hemic and lymphatic system"
"38522","67","Other therapeutic procedures, hemic and lymphatic system"
"38523","67","Other therapeutic procedures, hemic and lymphatic system"
"38524","67","Other therapeutic procedures, hemic and lymphatic system"
"38525","67","Other therapeutic procedures, hemic and lymphatic system"
"38526","67","Other therapeutic procedures, hemic and lymphatic system"
"38527","67","Other therapeutic procedures, hemic and lymphatic system"
"38528","67","Other therapeutic procedures, hemic and lymphatic system"
"38529","67","Other therapeutic procedures, hemic and lymphatic system"
"38530","67","Other therapeutic procedures, hemic and lymphatic system"
"38531","67","Other therapeutic procedures, hemic and lymphatic system"
"38532","67","Other therapeutic procedures, hemic and lymphatic system"
"38533","67","Other therapeutic procedures, hemic and lymphatic system"
"38534","67","Other therapeutic procedures, hemic and lymphatic system"
"38535","67","Other therapeutic procedures, hemic and lymphatic system"
"38536","67","Other therapeutic procedures, hemic and lymphatic system"
"38537","67","Other therapeutic procedures, hemic and lymphatic system"
"38538","67","Other therapeutic procedures, hemic and lymphatic system"
"38539","67","Other therapeutic procedures, hemic and lymphatic system"
"38540","67","Other therapeutic procedures, hemic and lymphatic system"
"38541","67","Other therapeutic procedures, hemic and lymphatic system"
"38542","67","Other therapeutic procedures, hemic and lymphatic system"
"38543","67","Other therapeutic procedures, hemic and lymphatic system"
"38544","67","Other therapeutic procedures, hemic and lymphatic system"
"38545","67","Other therapeutic procedures, hemic and lymphatic system"
"38546","67","Other therapeutic procedures, hemic and lymphatic system"
"38547","67","Other therapeutic procedures, hemic and lymphatic system"
"38548","67","Other therapeutic procedures, hemic and lymphatic system"
"38549","67","Other therapeutic procedures, hemic and lymphatic system"
"38550","67","Other therapeutic procedures, hemic and lymphatic system"
"38551","67","Other therapeutic procedures, hemic and lymphatic system"
"38552","67","Other therapeutic procedures, hemic and lymphatic system"
"38553","67","Other therapeutic procedures, hemic and lymphatic system"
"38554","67","Other therapeutic procedures, hemic and lymphatic system"
"38555","67","Other therapeutic procedures, hemic and lymphatic system"
"38556","67","Other therapeutic procedures, hemic and lymphatic system"
"38557","67","Other therapeutic procedures, hemic and lymphatic system"
"38558","67","Other therapeutic procedures, hemic and lymphatic system"
"38559","67","Other therapeutic procedures, hemic and lymphatic system"
"38560","67","Other therapeutic procedures, hemic and lymphatic system"
"38561","67","Other therapeutic procedures, hemic and lymphatic system"
"38562","67","Other therapeutic procedures, hemic and lymphatic system"
"38563","67","Other therapeutic procedures, hemic and lymphatic system"
"38564","67","Other therapeutic procedures, hemic and lymphatic system"
"38565","67","Other therapeutic procedures, hemic and lymphatic system"
"38566","67","Other therapeutic procedures, hemic and lymphatic system"
"38567","67","Other therapeutic procedures, hemic and lymphatic system"
"38568","67","Other therapeutic procedures, hemic and lymphatic system"
"38569","67","Other therapeutic procedures, hemic and lymphatic system"
"38570","67","Other therapeutic procedures, hemic and lymphatic system"
"38571","67","Other therapeutic procedures, hemic and lymphatic system"
"38572","67","Other therapeutic procedures, hemic and lymphatic system"
"38573","67","Other therapeutic procedures, hemic and lymphatic system"
"38574","67","Other therapeutic procedures, hemic and lymphatic system"
"38575","67","Other therapeutic procedures, hemic and lymphatic system"
"38576","67","Other therapeutic procedures, hemic and lymphatic system"
"38577","67","Other therapeutic procedures, hemic and lymphatic system"
"38578","67","Other therapeutic procedures, hemic and lymphatic system"
"38579","67","Other therapeutic procedures, hemic and lymphatic system"
"38580","67","Other therapeutic procedures, hemic and lymphatic system"
"38581","67","Other therapeutic procedures, hemic and lymphatic system"
"38582","67","Other therapeutic procedures, hemic and lymphatic system"
"38583","67","Other therapeutic procedures, hemic and lymphatic system"
"38584","67","Other therapeutic procedures, hemic and lymphatic system"
"38585","67","Other therapeutic procedures, hemic and lymphatic system"
"38586","67","Other therapeutic procedures, hemic and lymphatic system"
"38587","67","Other therapeutic procedures, hemic and lymphatic system"
"38588","67","Other therapeutic procedures, hemic and lymphatic system"
"38589","67","Other therapeutic procedures, hemic and lymphatic system"
"38590","67","Other therapeutic procedures, hemic and lymphatic system"
"38591","67","Other therapeutic procedures, hemic and lymphatic system"
"38592","67","Other therapeutic procedures, hemic and lymphatic system"
"38593","67","Other therapeutic procedures, hemic and lymphatic system"
"38594","67","Other therapeutic procedures, hemic and lymphatic system"
"38595","67","Other therapeutic procedures, hemic and lymphatic system"
"38596","67","Other therapeutic procedures, hemic and lymphatic system"
"38597","67","Other therapeutic procedures, hemic and lymphatic system"
"38598","67","Other therapeutic procedures, hemic and lymphatic system"
"38599","67","Other therapeutic procedures, hemic and lymphatic system"
"38600","67","Other therapeutic procedures, hemic and lymphatic system"
"38601","67","Other therapeutic procedures, hemic and lymphatic system"
"38602","67","Other therapeutic procedures, hemic and lymphatic system"
"38603","67","Other therapeutic procedures, hemic and lymphatic system"
"38604","67","Other therapeutic procedures, hemic and lymphatic system"
"38605","67","Other therapeutic procedures, hemic and lymphatic system"
"38606","67","Other therapeutic procedures, hemic and lymphatic system"
"38607","67","Other therapeutic procedures, hemic and lymphatic system"
"38608","67","Other therapeutic procedures, hemic and lymphatic system"
"38609","67","Other therapeutic procedures, hemic and lymphatic system"
"38610","67","Other therapeutic procedures, hemic and lymphatic system"
"38611","67","Other therapeutic procedures, hemic and lymphatic system"
"38612","67","Other therapeutic procedures, hemic and lymphatic system"
"38613","67","Other therapeutic procedures, hemic and lymphatic system"
"38614","67","Other therapeutic procedures, hemic and lymphatic system"
"38615","67","Other therapeutic procedures, hemic and lymphatic system"
"38616","67","Other therapeutic procedures, hemic and lymphatic system"
"38617","67","Other therapeutic procedures, hemic and lymphatic system"
"38618","67","Other therapeutic procedures, hemic and lymphatic system"
"38619","67","Other therapeutic procedures, hemic and lymphatic system"
"38620","67","Other therapeutic procedures, hemic and lymphatic system"
"38621","67","Other therapeutic procedures, hemic and lymphatic system"
"38622","67","Other therapeutic procedures, hemic and lymphatic system"
"38623","67","Other therapeutic procedures, hemic and lymphatic system"
"38624","67","Other therapeutic procedures, hemic and lymphatic system"
"38625","67","Other therapeutic procedures, hemic and lymphatic system"
"38626","67","Other therapeutic procedures, hemic and lymphatic system"
"38627","67","Other therapeutic procedures, hemic and lymphatic system"
"38628","67","Other therapeutic procedures, hemic and lymphatic system"
"38629","67","Other therapeutic procedures, hemic and lymphatic system"
"38630","67","Other therapeutic procedures, hemic and lymphatic system"
"38631","67","Other therapeutic procedures, hemic and lymphatic system"
"38632","67","Other therapeutic procedures, hemic and lymphatic system"
"38633","67","Other therapeutic procedures, hemic and lymphatic system"
"38634","67","Other therapeutic procedures, hemic and lymphatic system"
"38635","67","Other therapeutic procedures, hemic and lymphatic system"
"38636","67","Other therapeutic procedures, hemic and lymphatic system"
"38637","67","Other therapeutic procedures, hemic and lymphatic system"
"38638","67","Other therapeutic procedures, hemic and lymphatic system"
"38639","67","Other therapeutic procedures, hemic and lymphatic system"
"38640","67","Other therapeutic procedures, hemic and lymphatic system"
"38641","67","Other therapeutic procedures, hemic and lymphatic system"
"38642","67","Other therapeutic procedures, hemic and lymphatic system"
"38643","67","Other therapeutic procedures, hemic and lymphatic system"
"38644","67","Other therapeutic procedures, hemic and lymphatic system"
"38645","67","Other therapeutic procedures, hemic and lymphatic system"
"38646","67","Other therapeutic procedures, hemic and lymphatic system"
"38647","67","Other therapeutic procedures, hemic and lymphatic system"
"38648","67","Other therapeutic procedures, hemic and lymphatic system"
"38649","67","Other therapeutic procedures, hemic and lymphatic system"
"38650","67","Other therapeutic procedures, hemic and lymphatic system"
"38651","67","Other therapeutic procedures, hemic and lymphatic system"
"38652","67","Other therapeutic procedures, hemic and lymphatic system"
"38653","67","Other therapeutic procedures, hemic and lymphatic system"
"38654","67","Other therapeutic procedures, hemic and lymphatic system"
"38655","67","Other therapeutic procedures, hemic and lymphatic system"
"38656","67","Other therapeutic procedures, hemic and lymphatic system"
"38657","67","Other therapeutic procedures, hemic and lymphatic system"
"38658","67","Other therapeutic procedures, hemic and lymphatic system"
"38659","67","Other therapeutic procedures, hemic and lymphatic system"
"38660","67","Other therapeutic procedures, hemic and lymphatic system"
"38661","67","Other therapeutic procedures, hemic and lymphatic system"
"38662","67","Other therapeutic procedures, hemic and lymphatic system"
"38663","67","Other therapeutic procedures, hemic and lymphatic system"
"38664","67","Other therapeutic procedures, hemic and lymphatic system"
"38665","67","Other therapeutic procedures, hemic and lymphatic system"
"38666","67","Other therapeutic procedures, hemic and lymphatic system"
"38667","67","Other therapeutic procedures, hemic and lymphatic system"
"38668","67","Other therapeutic procedures, hemic and lymphatic system"
"38669","67","Other therapeutic procedures, hemic and lymphatic system"
"38670","67","Other therapeutic procedures, hemic and lymphatic system"
"38671","67","Other therapeutic procedures, hemic and lymphatic system"
"38672","67","Other therapeutic procedures, hemic and lymphatic system"
"38673","67","Other therapeutic procedures, hemic and lymphatic system"
"38674","67","Other therapeutic procedures, hemic and lymphatic system"
"38675","67","Other therapeutic procedures, hemic and lymphatic system"
"38676","67","Other therapeutic procedures, hemic and lymphatic system"
"38677","67","Other therapeutic procedures, hemic and lymphatic system"
"38678","67","Other therapeutic procedures, hemic and lymphatic system"
"38679","67","Other therapeutic procedures, hemic and lymphatic system"
"38680","67","Other therapeutic procedures, hemic and lymphatic system"
"38681","67","Other therapeutic procedures, hemic and lymphatic system"
"38682","67","Other therapeutic procedures, hemic and lymphatic system"
"38683","67","Other therapeutic procedures, hemic and lymphatic system"
"38684","67","Other therapeutic procedures, hemic and lymphatic system"
"38685","67","Other therapeutic procedures, hemic and lymphatic system"
"38686","67","Other therapeutic procedures, hemic and lymphatic system"
"38687","67","Other therapeutic procedures, hemic and lymphatic system"
"38688","67","Other therapeutic procedures, hemic and lymphatic system"
"38689","67","Other therapeutic procedures, hemic and lymphatic system"
"38690","67","Other therapeutic procedures, hemic and lymphatic system"
"38691","67","Other therapeutic procedures, hemic and lymphatic system"
"38692","67","Other therapeutic procedures, hemic and lymphatic system"
"38693","67","Other therapeutic procedures, hemic and lymphatic system"
"38694","67","Other therapeutic procedures, hemic and lymphatic system"
"38695","67","Other therapeutic procedures, hemic and lymphatic system"
"38696","67","Other therapeutic procedures, hemic and lymphatic system"
"38697","67","Other therapeutic procedures, hemic and lymphatic system"
"38698","67","Other therapeutic procedures, hemic and lymphatic system"
"38699","67","Other therapeutic procedures, hemic and lymphatic system"
"38700","67","Other therapeutic procedures, hemic and lymphatic system"
"38701","67","Other therapeutic procedures, hemic and lymphatic system"
"38702","67","Other therapeutic procedures, hemic and lymphatic system"
"38703","67","Other therapeutic procedures, hemic and lymphatic system"
"38704","67","Other therapeutic procedures, hemic and lymphatic system"
"38705","67","Other therapeutic procedures, hemic and lymphatic system"
"38706","67","Other therapeutic procedures, hemic and lymphatic system"
"38707","67","Other therapeutic procedures, hemic and lymphatic system"
"38708","67","Other therapeutic procedures, hemic and lymphatic system"
"38709","67","Other therapeutic procedures, hemic and lymphatic system"
"38710","67","Other therapeutic procedures, hemic and lymphatic system"
"38711","67","Other therapeutic procedures, hemic and lymphatic system"
"38712","67","Other therapeutic procedures, hemic and lymphatic system"
"38713","67","Other therapeutic procedures, hemic and lymphatic system"
"38714","67","Other therapeutic procedures, hemic and lymphatic system"
"38715","67","Other therapeutic procedures, hemic and lymphatic system"
"38716","67","Other therapeutic procedures, hemic and lymphatic system"
"38717","67","Other therapeutic procedures, hemic and lymphatic system"
"38718","67","Other therapeutic procedures, hemic and lymphatic system"
"38719","67","Other therapeutic procedures, hemic and lymphatic system"
"38720","67","Other therapeutic procedures, hemic and lymphatic system"
"38721","67","Other therapeutic procedures, hemic and lymphatic system"
"38722","67","Other therapeutic procedures, hemic and lymphatic system"
"38723","67","Other therapeutic procedures, hemic and lymphatic system"
"38724","67","Other therapeutic procedures, hemic and lymphatic system"
"38725","67","Other therapeutic procedures, hemic and lymphatic system"
"38726","67","Other therapeutic procedures, hemic and lymphatic system"
"38727","67","Other therapeutic procedures, hemic and lymphatic system"
"38728","67","Other therapeutic procedures, hemic and lymphatic system"
"38729","67","Other therapeutic procedures, hemic and lymphatic system"
"38730","67","Other therapeutic procedures, hemic and lymphatic system"
"38731","67","Other therapeutic procedures, hemic and lymphatic system"
"38732","67","Other therapeutic procedures, hemic and lymphatic system"
"38733","67","Other therapeutic procedures, hemic and lymphatic system"
"38734","67","Other therapeutic procedures, hemic and lymphatic system"
"38735","67","Other therapeutic procedures, hemic and lymphatic system"
"38736","67","Other therapeutic procedures, hemic and lymphatic system"
"38737","67","Other therapeutic procedures, hemic and lymphatic system"
"38738","67","Other therapeutic procedures, hemic and lymphatic system"
"38739","67","Other therapeutic procedures, hemic and lymphatic system"
"38740","67","Other therapeutic procedures, hemic and lymphatic system"
"38741","67","Other therapeutic procedures, hemic and lymphatic system"
"38742","67","Other therapeutic procedures, hemic and lymphatic system"
"38743","67","Other therapeutic procedures, hemic and lymphatic system"
"38744","67","Other therapeutic procedures, hemic and lymphatic system"
"38745","67","Other therapeutic procedures, hemic and lymphatic system"
"38746","67","Other therapeutic procedures, hemic and lymphatic system"
"38747","67","Other therapeutic procedures, hemic and lymphatic system"
"38748","67","Other therapeutic procedures, hemic and lymphatic system"
"38749","67","Other therapeutic procedures, hemic and lymphatic system"
"38750","67","Other therapeutic procedures, hemic and lymphatic system"
"38751","67","Other therapeutic procedures, hemic and lymphatic system"
"38752","67","Other therapeutic procedures, hemic and lymphatic system"
"38753","67","Other therapeutic procedures, hemic and lymphatic system"
"38754","67","Other therapeutic procedures, hemic and lymphatic system"
"38755","67","Other therapeutic procedures, hemic and lymphatic system"
"38756","67","Other therapeutic procedures, hemic and lymphatic system"
"38757","67","Other therapeutic procedures, hemic and lymphatic system"
"38758","67","Other therapeutic procedures, hemic and lymphatic system"
"38759","67","Other therapeutic procedures, hemic and lymphatic system"
"38760","67","Other therapeutic procedures, hemic and lymphatic system"
"38761","67","Other therapeutic procedures, hemic and lymphatic system"
"38762","67","Other therapeutic procedures, hemic and lymphatic system"
"38763","67","Other therapeutic procedures, hemic and lymphatic system"
"38764","67","Other therapeutic procedures, hemic and lymphatic system"
"38765","67","Other therapeutic procedures, hemic and lymphatic system"
"38766","67","Other therapeutic procedures, hemic and lymphatic system"
"38767","67","Other therapeutic procedures, hemic and lymphatic system"
"38768","67","Other therapeutic procedures, hemic and lymphatic system"
"38769","67","Other therapeutic procedures, hemic and lymphatic system"
